Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Sales_scaled,Profit_scaled,Quantity_bin,Quantity_cat
9/29/2014,10-03-2014,Standard Class,Arthur Prichep,Consumer,United States,Los Angeles,California,West,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,6.48,1.0,0.0,3.1104,0.0021530414385569916,0.38723446008929013,0,Low
3/29/2015,04-03-2015,Second Class,Alan Shonely,Consumer,United States,Springfield,Virginia,South,OFF-AR-10003732,Office Supplies,Art,Newell 333,5.56,2.0,0.0,1.4456,0.0018248774021964163,0.372109292238812,0,Low
09-02-2016,09-06-2016,Standard Class,Lena Radford,Consumer,United States,Los Angeles,California,West,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,568.728,3.0,0.2,28.4364,0.20270692525992728,0.6173281656282197,0,Low
12/13/2015,12/15/2015,First Class,Rob Dowd,Consumer,United States,Temecula,California,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24,1.0,0.0,15.2208,0.012768434614742556,0.4972607892197747,0,Low
04-01-2017,04-04-2017,Second Class,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,Central,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,94.2,6.0,0.0,23.55,0.033442768905458796,0.5729338719085078,1,Medium
12/25/2017,12/29/2017,Standard Class,Patrick O'Donnell,Consumer,United States,East Orange,New Jersey,East,TEC-AC-10003237,Technology,Accessories,Memorex Micro Travel Drive 4 GB,31.8,3.0,0.0,13.674,0.011184686439263259,0.48320768396321556,0,Low
10-02-2015,10-04-2015,First Class,Chloris Kastensmidt,Consumer,United States,Hillsboro,Oregon,West,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,11.032,1.0,0.2,3.0338,0.0037767400184627944,0.38653852793086474,0,Low
06-03-2017,06-10-2017,Standard Class,Nick Radford,Consumer,United States,Pembroke Pines,Florida,South,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",24.472,7.0,0.2,1.8354,0.008570788549643372,0.3756507329092327,1,Medium
11-05-2015,11-09-2015,Standard Class,Valerie Dominguez,Consumer,United States,Coral Springs,Florida,South,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",387.136,4.0,0.2,24.196,0.13793305168298214,0.5788029603464035,0,Low
5/31/2015,06-02-2015,Second Class,Elizabeth Moffitt,Corporate,United States,Paterson,New Jersey,East,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,8.28,2.0,0.0,2.9808,0.002795101509697247,0.38605700829122314,0,Low
10-02-2015,10-06-2015,Standard Class,Michael Paige,Corporate,United States,Middletown,Connecticut,East,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",26.9,5.0,0.0,13.181,0.009436856245603671,0.47872864278692673,0,Low
10/28/2017,11-01-2017,Second Class,Keith Herrera,Consumer,United States,Houston,Texas,Central,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,15.552,3.0,0.2,5.4432,0.005389024197103881,0.4084285924544965,0,Low
2/16/2017,2/20/2017,Standard Class,Luke Foster,Consumer,United States,New York City,New York,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,37.94,2.0,0.0,18.2112,0.013374824681930575,0.5244293992270248,0,Low
12-10-2015,12/16/2015,Standard Class,Kalyca Meade,Corporate,United States,Baltimore,Maryland,East,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,26.4,5.0,0.0,12.672,0.00925850622584249,0.4741042371911234,0,Low
12-11-2015,12/14/2015,First Class,Cynthia Arntzen,Consumer,United States,Detroit,Michigan,Central,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,175.23,11.0,0.0,61.3305,0.062346173107955975,0.9161801501251043,2,High
1/13/2014,1/15/2014,Second Class,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,South,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,11.36,2.0,0.0,5.3392,0.0038937376314261297,0.40748372372765257,0,Low
5/19/2017,5/25/2017,Standard Class,Jason Fortune-,Consumer,United States,Plano,Texas,Central,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver EditionÂ Headset,95.992,1.0,0.2,9.5992,0.03408197537628287,0.44618700042337395,0,Low
03-10-2016,3/14/2016,Second Class,Maya Herman,Corporate,United States,Glendale,Arizona,West,OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",104.696,1.0,0.2,6.5435,0.03718669252028553,0.41842512187898057,0,Low
11-04-2017,11-08-2017,Standard Class,Christina Anderson,Consumer,United States,Chattanooga,Tennessee,South,OFF-LA-10002195,Office Supplies,Labels,Avery 481,4.928,2.0,0.2,1.7248,0.001599442977218282,0.37464590135933906,0,Low
06-11-2015,06-12-2015,First Class,Jim Epp,Corporate,United States,Lakeland,Florida,South,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,563.808,4.0,0.2,21.1428,0.20095196106547727,0.5510637949925592,0,Low
12-01-2017,12-05-2017,Standard Class,Dianna Vittorini,Consumer,United States,Denver,Colorado,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,6.783,7.0,0.7,-4.7481,0.002261121550532268,0.3158378169171478,1,Medium
10/30/2017,11-06-2017,Standard Class,Michelle Moray,Consumer,United States,Seattle,Washington,West,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,13.904,2.0,0.2,5.214,0.004801182531971025,0.406346247144952,0,Low
3/19/2016,3/21/2016,Second Class,Susan Vittorini,Consumer,United States,Oceanside,New York,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",20.32,4.0,0.0,6.9088,0.007089769985546514,0.42174397328201974,0,Low
05-06-2016,05-08-2016,Second Class,Brad Eason,Home Office,United States,Springfield,Missouri,Central,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,54.48,1.0,0.0,15.2544,0.01927464333563048,0.4975660545007551,0,Low
7/22/2014,7/24/2014,Second Class,Naresj Patel,Consumer,United States,San Francisco,California,West,FUR-TA-10004767,Furniture,Tables,Safco Drafting Table,170.352,3.0,0.2,19.1646,0.06060619031516589,0.5330913015748419,0,Low
11-03-2017,11-05-2017,First Class,Clay Rozendal,Home Office,United States,San Diego,California,West,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,1673.184,12.0,0.2,20.9148,0.5966664241106399,0.5489923520144784,2,High
05-12-2017,5/14/2017,Second Class,Cynthia Arntzen,Consumer,United States,Vineland,New Jersey,East,TEC-AC-10004859,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",87.4,5.0,0.0,34.96,0.031017208636706716,0.6765968735747474,0,Low
10/29/2014,11-02-2014,Standard Class,Noah Childs,Corporate,United States,Columbus,Indiana,Central,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2.0,0.0,35.6636,0.026908024181409078,0.6829892739228951,0,Low
12/24/2016,12/28/2016,Second Class,Ross Baird,Home Office,United States,Charlotte,North Carolina,South,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,27.882,3.0,0.7,-20.4468,0.009787135684414635,0.1732107911276827,0,Low
12/27/2014,12/31/2014,Standard Class,Corey-Lock,Consumer,United States,Skokie,Illinois,Central,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,32.952,6.0,0.6,-19.7712,0.01159560488479302,0.1793488037416802,1,Medium
09-01-2016,09-03-2016,First Class,Adam Bellavance,Home Office,United States,New York City,New York,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,3.048,1.0,0.2,1.0668,0.0009288469029162368,0.36866778960680746,0,Low
12-05-2017,12-08-2017,First Class,Rob Beeghly,Consumer,United States,Columbus,Indiana,Central,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% RÃ©sumÃ© Paper, 24lb.",38.9,5.0,0.0,17.505,0.013717256719872045,0.5180133771607058,0,Low
01-01-2017,01-05-2017,Standard Class,Janet Martin,Consumer,United States,Huntsville,Texas,Central,OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,12.736,4.0,0.2,2.2288,0.004384556885808903,0.37922488057404413,0,Low
5/28/2015,06-03-2015,Standard Class,Trudy Brown,Consumer,United States,Manchester,Connecticut,East,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",77.55,5.0,0.0,21.714,0.027503713247411424,0.556253304769225,0,Low
10/14/2016,10/20/2016,Standard Class,Nathan Cano,Consumer,United States,Jacksonville,North Carolina,South,OFF-SU-10000946,Office Supplies,Supplies,Staple remover,12.768,2.0,0.2,1.4364,0.004395971287073619,0.3720257076975912,0,Low
9/30/2014,9/30/2014,Same Day,Dario Medina,Corporate,United States,Fairfield,Ohio,East,OFF-AP-10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,795.408,6.0,0.2,59.6556,0.28356369021885686,0.9009632209848077,1,Medium
12/29/2017,01-02-2018,Standard Class,Bruce Stewart,Consumer,United States,Edmonds,Washington,West,OFF-FA-10000089,Office Supplies,Fasteners,Acco Glide Clips,19.6,5.0,0.0,9.604,0.006832945957090413,0.44623060974922824,0,Low
3/22/2014,3/22/2014,Same Day,Vivian Mathis,Consumer,United States,Portage,Indiana,Central,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",16.28,2.0,0.0,6.512,0.0056487018258761625,0.4181389356780615,0,Low
06-06-2014,06-09-2014,First Class,Bryan Mills,Consumer,United States,Rochester,New York,East,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,13.36,2.0,0.0,4.9432,0.004607137710470858,0.40388595434467,0,Low
09-10-2017,9/15/2017,Second Class,Robert Waldorf,Consumer,United States,Springfield,Missouri,Central,OFF-AP-10004785,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",33.99,3.0,0.0,14.6157,0.011965859525817236,0.49176328857926277,0,Low
03-01-2015,03-04-2015,First Class,Craig Molinari,Corporate,United States,Houston,Texas,Central,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1227.9984,6.0,0.32,-36.1176,0.4378687029958523,0.0308372445447459,1,Medium
06-04-2016,06-04-2016,Same Day,Edward Nazzal,Consumer,United States,New York City,New York,East,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,14.94,3.0,0.0,7.0218,0.005170723772916194,0.4227706094948405,0,Low
11-06-2017,11-06-2017,Same Day,Frank Merwin,Home Office,United States,San Francisco,California,West,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,26.4,5.0,0.0,12.672,0.00925850622584249,0.4741042371911234,0,Low
07-04-2014,07-09-2014,Standard Class,Maxwell Schwartz,Consumer,United States,Richmond,Virginia,South,OFF-PA-10004734,Office Supplies,Paper,Southworth Structures Collection,21.84,3.0,0.0,10.92,0.007631954045620508,0.4581868332542915,0,Low
11-05-2016,11-10-2016,Standard Class,Alejandro Savely,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-PH-10003187,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,23.988,2.0,0.4,-15.992,0.008398145730514547,0.21368387963099245,0,Low
08-04-2017,08-07-2017,First Class,Harry Marie,Corporate,United States,Loveland,Colorado,West,OFF-PA-10001752,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),7.968,2.0,0.2,2.8884,0.0026838110973662695,0.3852175287685272,0,Low
12/17/2017,12/21/2017,Standard Class,Christine Abelman,Corporate,United States,Anaheim,California,West,OFF-SU-10002557,Office Supplies,Supplies,Fiskars Spring-Action Scissors,13.98,1.0,0.0,3.6348,0.0048282917349747245,0.39199877893887614,0,Low
6/27/2017,6/29/2017,Second Class,Pauline Webber,Corporate,United States,Seattle,Washington,West,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,19.44,3.0,0.0,9.3312,0.006775873950766834,0.44375214639650695,0,Low
11-11-2016,11/16/2016,Standard Class,Liz Pelletier,Consumer,United States,San Francisco,California,West,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,451.152,3.0,0.2,0.0,0.1607675614130458,0.35897561693568175,0,Low
11/18/2016,11/22/2016,Standard Class,Steve Nguyen,Home Office,United States,Pasadena,Texas,Central,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,19.648,2.0,0.2,6.6312,0.006850067558987485,0.4192219006034441,0,Low
3/17/2016,3/17/2016,Same Day,Vivian Mathis,Consumer,United States,Newark,Delaware,East,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",32.54,2.0,0.0,15.9446,0.011448644468509806,0.5038367121475595,0,Low
12/14/2014,12/16/2014,First Class,Cari Sayre,Corporate,United States,Chicago,Illinois,Central,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,9.264,3.0,0.8,-13.896,0.0031460943485872536,0.23272661858738494,0,Low
2/20/2017,2/27/2017,Standard Class,Katherine Murray,Home Office,United States,Gilbert,Arizona,West,TEC-AC-10001114,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,31.992,1.0,0.2,4.7988,0.011253172846851551,0.4025740404585521,0,Low
2/24/2017,2/28/2017,Standard Class,Christy Brittain,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",4.956,4.0,0.7,-3.7996,0.0016094305783249084,0.3244552014114886,0,Low
12/31/2015,01-03-2016,Second Class,Karen Carlisle,Corporate,United States,Henderson,Kentucky,South,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,94.74,3.0,0.0,44.5278,0.03363538692680087,0.7635229793891425,0,Low
8/17/2014,8/23/2014,Standard Class,Ken Black,Corporate,United States,Houston,Texas,Central,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,15.552,3.0,0.2,5.4432,0.005389024197103881,0.4084285924544965,0,Low
11/22/2015,11/25/2015,Second Class,Nathan Gelder,Consumer,United States,Los Angeles,California,West,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,37.94,2.0,0.0,18.2112,0.013374824681930575,0.5244293992270248,0,Low
9/20/2014,9/23/2014,First Class,Mitch Webber,Consumer,United States,New York City,New York,East,OFF-LA-10002762,Office Supplies,Labels,Avery 485,75.18,6.0,0.0,35.3346,0.026658334153743427,0.6800002180466294,1,Medium
04-10-2017,4/15/2017,Standard Class,Sanjit Jacobs,Home Office,United States,New Brunswick,New Jersey,East,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,7.16,2.0,0.0,3.58,0.0023955974654321995,0.39150090580203917,0,Low
12-12-2015,12/16/2015,Second Class,Xylona Preis,Consumer,United States,Chico,California,West,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,15.52,4.0,0.0,7.4496,0.005377609795839166,0.42665729066160807,0,Low
6/15/2016,6/18/2016,First Class,Lynn Smith,Consumer,United States,Houston,Texas,Central,OFF-PA-10000483,Office Supplies,Paper,Xerox 19,173.488,7.0,0.2,54.215,0.061724801639108026,0.8515338671841641,1,Medium
8/25/2014,8/29/2014,Standard Class,Janet Molinari,Corporate,United States,Los Angeles,California,West,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,95.1,5.0,0.0,30.432,0.033763798941028926,0.635458742852159,0,Low
11/19/2017,11/21/2017,First Class,Nathan Cano,Consumer,United States,Houston,Texas,Central,OFF-AR-10003876,Office Supplies,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",13.04,5.0,0.2,3.912,0.004492993697823701,0.39451721750696395,0,Low
8/25/2015,8/25/2015,Same Day,Mick Crebagga,Consumer,United States,Houston,Texas,Central,FUR-FU-10002240,Furniture,Furnishings,Nu-Dell EZ-Mount Plastic Wall Frames,7.88,5.0,0.6,-3.94,0.0026524214938883016,0.3231796286302493,0,Low
12/24/2017,12/27/2017,First Class,Neola Schneider,Consumer,United States,Dallas,Texas,Central,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,264.32,2.0,0.2,19.824,0.09412457962900342,0.539082132714081,0,Low
7/20/2017,7/25/2017,Standard Class,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,Central,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,60.83,7.0,0.0,30.415,0.021539688586597494,0.6353042931564249,1,Medium
04-06-2015,04-10-2015,Standard Class,Mark Hamilton,Consumer,United States,Jacksonville,North Carolina,South,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,47.952,3.0,0.2,16.1838,0.016946105477628485,0.5060099102193005,0,Low
5/29/2017,06-02-2017,Standard Class,Jesus Ocampo,Home Office,United States,Omaha,Nebraska,Central,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,23.55,5.0,0.0,1.1775,0.008241911113203751,0.36967352968432304,0,Low
9/14/2014,9/19/2014,Standard Class,John Castell,Consumer,United States,Macon,Georgia,South,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",142.4,5.0,0.0,52.688,0.05063571081043676,0.8376606503967541,0,Low
07-06-2015,07-10-2015,Standard Class,Kalyca Meade,Corporate,United States,New York City,New York,East,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",155.82,3.0,0.0,63.8862,0.05542262534082689,0.9393993905596714,0,Low
08-11-2015,8/15/2015,Standard Class,Philisse Overcash,Home Office,United States,New York City,New York,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,138.0,2.0,0.0,34.5,0.04906623063653836,0.6724176465137071,0,Low
7/25/2014,7/27/2014,Second Class,Ken Lonsdale,Consumer,United States,San Francisco,California,West,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",53.72,4.0,0.0,15.0416,0.01900355130559348,0.49563270772121293,0,Low
12-05-2017,12-08-2017,First Class,Rob Beeghly,Consumer,United States,Columbus,Indiana,Central,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3.0,0.0,16.5888,0.021757275610706134,0.5096894470882599,0,Low
08-11-2014,8/15/2014,Standard Class,Greg Matthias,Consumer,United States,Seattle,Washington,West,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",12.35,1.0,0.0,5.434,0.00424687067055327,0.40834500791327566,0,Low
05-04-2015,05-09-2015,Second Class,Alan Schoenberger,Corporate,United States,New York City,New York,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,26.8,2.0,0.0,12.864,0.009401186241651436,0.47584861022529673,0,Low
05-04-2014,05-07-2014,First Class,Bill Shonely,Corporate,United States,Seattle,Washington,West,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",12.18,7.0,0.0,3.8976,0.004186231663834469,0.3943863895294009,1,Medium
11/27/2016,12-01-2016,Standard Class,Chris McAfee,Consumer,United States,Phoenix,Arizona,West,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,39.808,4.0,0.2,3.9808,0.014041140355758352,0.395142284510876,0,Low
9/25/2017,10-01-2017,Standard Class,Katrina Willman,Consumer,United States,New York City,New York,East,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,47.12,8.0,0.0,20.7328,0.016649331044745877,0.5473388317425015,1,Medium
2/14/2016,2/15/2016,First Class,Dave Kipp,Consumer,United States,Clinton,Maryland,East,OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,7.98,3.0,0.0,2.0748,0.0026880914978405384,0.3778257480362176,0,Low
9/18/2016,9/23/2016,Standard Class,Henry MacAllister,Consumer,United States,New York City,New York,East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,1.0,0.2,1.731,0.0014881525648873042,0.37470223007190095,0,Low
6/23/2016,6/28/2016,Standard Class,Irene Maddox,Consumer,United States,New York City,New York,East,OFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins by OIC,3.96,2.0,0.0,1.4652,0.0012541573389606333,0.3722873636527172,0,Low
08-01-2016,08-05-2016,Second Class,Susan Gilcrest,Corporate,United States,Amarillo,Texas,Central,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,19.648,2.0,0.2,6.6312,0.006850067558987485,0.4192219006034441,0,Low
04-12-2016,4/16/2016,Standard Class,Beth Paige,Consumer,United States,Los Angeles,California,West,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,638.288,7.0,0.2,-31.9144,0.22751898000910298,0.06902447755119101,1,Medium
12-11-2015,12/17/2015,Standard Class,Jim Kriz,Home Office,United States,San Bernardino,California,West,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,110.528,4.0,0.2,38.6848,0.039266967150779965,0.7104377104377105,0,Low
8/25/2014,8/27/2014,Second Class,Ryan Crowe,Consumer,United States,Columbus,Ohio,East,OFF-PA-10004965,Office Supplies,Paper,Xerox 1921,23.976,3.0,0.2,7.4925,0.008393865330040278,0.42704704901143115,0,Low
12-04-2016,12-08-2016,Standard Class,Liz MacKendrick,Consumer,United States,Auburn,New York,East,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,15.528,3.0,0.2,5.823,0.005380463396155345,0.41187918036272064,0,Low
11-09-2015,11/13/2015,Standard Class,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,Central,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,17.34,3.0,0.0,8.4966,0.006026803867769869,0.43616957486358465,0,Low
12-12-2014,12/15/2014,Second Class,Logan Haushalter,Consumer,United States,Oakland,California,West,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,9.24,3.0,0.0,4.4352,0.0031375335476387174,0.39927063402508634,0,Low
6/15/2017,6/20/2017,Standard Class,Thomas Seio,Corporate,United States,Nashville,Tennessee,South,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",142.776,1.0,0.2,17.847,0.050769830025297176,0.5211205416278272,0,Low
10-03-2014,10-08-2014,Second Class,Allen Rosenblatt,Corporate,United States,Los Angeles,California,West,FUR-TA-10001866,Furniture,Tables,Bevis Round Conference Room Tables and Bases,143.432,1.0,0.2,3.5858,0.051003825251223836,0.39155360040411313,0,Low
12-11-2016,12/16/2016,Second Class,Anthony Rawles,Corporate,United States,Vancouver,Washington,West,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,316.0,4.0,0.0,31.6,0.11255883767151921,0.6460703454767136,0,Low
11/24/2014,11/24/2014,Same Day,Muhammed Yedwab,Corporate,United States,Columbus,Ohio,East,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,611.058,3.0,0.3,-34.9176,0.217806037932909,0.04173957600832939,0,Low
12-02-2017,12-06-2017,Standard Class,Bill Stewart,Corporate,United States,Denver,Colorado,West,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,114.288,1.0,0.2,12.8574,0.04060815929938405,0.475788647402247,0,Low
9/25/2017,9/28/2017,First Class,Adam Hart,Corporate,United States,Chester,Pennsylvania,East,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,8.595,5.0,0.7,-6.303,0.002907462022146792,0.3017111209232095,0,Low
9/29/2016,10-01-2016,Second Class,Pamela Stobb,Consumer,United States,Los Angeles,California,West,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,18.97,1.0,0.0,9.1056,0.006608224932191323,0.44170250808135325,0,Low
5/20/2014,5/22/2014,Second Class,Matt Collister,Corporate,United States,San Marcos,Texas,Central,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,20.784,2.0,0.2,-3.6372,0.007255278803884891,0.3259306502695602,0,Low
10/19/2017,10/23/2017,Standard Class,Michael Paige,Corporate,United States,Lawrence,Massachusetts,East,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,32.7,3.0,0.0,8.502,0.011505716474833387,0.4362186353551708,0,Low
12/31/2015,01-05-2016,Standard Class,Trudy Brown,Consumer,United States,Grand Prairie,Texas,Central,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,5.0,0.6,-11.439,0.005106517765802169,0.25504914225907216,0,Low
07-11-2015,7/13/2015,First Class,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",289.8,7.0,0.2,36.225,0.10321329663603326,0.6880897479926082,1,Medium
09-08-2016,09-10-2016,First Class,Michael Grace,Home Office,United States,New York City,New York,East,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,207.48,1.0,0.0,62.244,0.07384974938255222,0.9244795499517573,0,Low
12-06-2015,12-06-2015,Same Day,Dennis Kane,Consumer,United States,Marion,Ohio,East,OFF-AR-10004078,Office Supplies,Art,Newell 312,37.376,8.0,0.2,4.672,0.013173645859639961,0.40142202743390015,1,Medium
03-07-2016,03-12-2016,Standard Class,Ed Braxton,Corporate,United States,Fort Worth,Texas,Central,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,21.072,3.0,0.2,1.5804,0.007358008415267332,0.3733339874732212,0,Low
11-07-2015,11-09-2015,Second Class,Karen Bern,Corporate,United States,Los Angeles,California,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,190.72,1.0,0.2,11.92,0.0678714567201574,0.4672721094739444,0,Low
11/28/2017,12-04-2017,Standard Class,Lindsay Shagiari,Home Office,United States,Baltimore,Maryland,East,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",20.9,5.0,0.0,7.524,0.007296656008469485,0.4273332352123502,0,Low
11-02-2017,11-07-2017,Second Class,Sharelle Roach,Home Office,United States,Springfield,Ohio,East,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,155.372,2.0,0.3,-35.5136,0.05526282372312088,0.03632475138141633,0,Low
6/24/2016,6/28/2016,Standard Class,Dave Hallsten,Corporate,United States,Houston,Texas,Central,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,8.712,2.0,0.8,-19.602,0.0029491959267709087,0.18088603247804547,0,Low
12/22/2016,12/28/2016,Standard Class,Sue Ann Reed,Consumer,United States,Redmond,Oregon,West,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",22.784,1.0,0.2,4.8416,0.00796867888292962,0.40296289028075327,0,Low
9/17/2016,9/22/2016,Standard Class,Patrick O'Donnell,Consumer,United States,Marlborough,Massachusetts,East,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",191.82,3.0,0.0,61.3824,0.068263826763632,0.9166516759609042,0,Low
